result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"1,2,3,4,5","655,2467,2088,648,142",histogram_q1,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3322,369,489,309,136,329,41,110,29,13,188,1,26,3,35,83,5,1,4,1,85,4,6,5,4,47,2,6,12,6,329",histogram_q2,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3677,292,388,230,79,292,38,57,27,5,224,1,19,3,15,148,4,7,3,3,133,4,6,2,3,66,3,2,11,5,253",histogram_q3,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","176,65,66,116,93,149,206,202,206,181,356,384,505,419,479,734,425,414,274,266,284",histogram_ppincimp,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
"0,1","453,5547",histogram_insured,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
"1,2,3,4","351,1435,1695,2519",histogram_ppeducat,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,15155,sum_q1,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,23889,sum_q2,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,22483,sum_q3,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,80100,sum_ppincimp,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,5547,sum_insured,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,18382,sum_ppeducat,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,6000,count_q1,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,6000,count_q2,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,6000,count_q3,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,6000,count_ppincimp,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,6000,count_insured,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,6000,count_ppeducat,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,2.5258333333333334,avg_q1,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,3.9815,avg_q2,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,3.7471666666666668,avg_q3,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,13.35,avg_ppincimp,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,0.9245,avg_insured,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
,3.0636666666666668,avg_ppeducat,-1,6000,1,1624480021.0043423,,500,300,28.753405570983887,0,2021-06-04T14:28:00
"1,2,3,4,5","1335,1242,893,948,1582",histogram_q1,0.25,6000,1,1624480021.0043423,smartnoise_dpctgan,500,300,28.753405570983887,0,2021-06-04T14:28:00
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1907,371,261,172,110,79,166,387,353,301,245,165,125,95,73,69,49,33,38,23,30,17,8,19,125,185,205,156,109,81,43",histogram_q2,0.25,6000,1,1624480021.0043423,smartnoise_dpctgan,500,300,28.753405570983887,0,2021-06-04T14:28:00
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1548,416,292,180,104,51,91,342,364,238,130,178,207,250,193,182,149,122,83,65,76,80,92,101,107,92,87,60,61,36,23",histogram_q3,0.25,6000,1,1624480021.0043423,smartnoise_dpctgan,500,300,28.753405570983887,0,2021-06-04T14:28:00
